timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2019-09-11 09:00:00,10001.83,10034.77,9988.69,10016.05,246.581,1568195999999,2469703.82585,360,233.154,2335208.57335,0
2019-09-11 10:00:00,10019.03,10118.71,10016.97,10095.66,271.859,1568199599999,2737660.60275,449,252.044,2538412.98614,0
2019-09-11 11:00:00,10097.04,10138.01,10066.76,10070.53,245.15,1568203199999,2475774.35891,389,223.883,2260902.50459,0
2019-09-11 12:00:00,10062.34,10099.23,10048.88,10092.05,269.216,1568206799999,2710240.39560,752,202.173,2035292.60987,0
2019-09-11 13:00:00,10096.0,10101.38,10017.65,10036.64,305.302,1568210399999,3069405.00464,398,162.804,1637141.20940,0
2019-09-11 14:00:00,10037.14,10063.0,9986.65,10030.18,608.97,1568213999999,6106168.84074,709,504.906,5063310.27533,0
2019-09-11 15:00:00,10032.89,10032.89,9973.15,9991.84,642.698,1568217599999,6429241.13637,740,427.012,4273116.90491,0
2019-09-11 16:00:00,9992.18,10110.21,9934.11,10044.87,643.32,1568221199999,6451661.90016,947,471.630,4733026.41447,0
2019-09-11 17:00:00,10044.14,10077.34,10034.91,10054.43,645.218,1568224799999,6486905.98506,783,529.081,5319460.63352,0
2019-09-11 18:00:00,10053.77,10123.29,10053.32,10068.2,608.631,1568228399999,6136593.25302,778,477.583,4815494.81423,0
2019-09-11 19:00:00,10069.21,10103.43,10043.71,10077.6,726.36,1568231999999,7319154.04664,835,517.042,5209729.74249,0
2019-09-11 20:00:00,10073.64,10125.56,10064.11,10102.87,696.837,1568235599999,7036335.68991,785,491.833,4968673.92418,0
2019-09-11 21:00:00,10099.78,10184.66,10081.81,10161.51,621.69,1568239199999,6287217.76003,756,507.929,5136903.12750,0
2019-09-11 22:00:00,10163.87,10176.27,10133.09,10146.21,627.182,1568242799999,6365530.14321,685,519.044,5268024.47396,0
2019-09-11 23:00:00,10145.97,10166.61,10103.34,10159.55,676.349,1568246399999,6857060.76735,729,509.800,5169356.73080,0
2019-09-12 00:00:00,10163.06,10205.46,10141.11,10155.22,685.695,1568249999999,6968517.94079,784,555.634,5647154.33910,0
2019-09-12 01:00:00,10156.98,10173.34,10124.47,10124.55,675.721,1568253599999,6857629.20222,788,551.364,5596074.83655,0
2019-09-12 02:00:00,10124.55,10133.95,10085.88,10111.76,653.073,1568257199999,6602899.93817,811,542.709,5487383.62725,0
2019-09-12 03:00:00,10111.22,10139.5,10090.81,10113.43,689.836,1568260799999,6976876.00425,813,602.540,6093901.50764,0
2019-09-12 04:00:00,10116.97,10129.19,10070.01,10078.37,594.707,1568264399999,6007879.90086,764,486.300,4912683.28608,0
2019-09-12 05:00:00,10077.71,10103.09,10072.1,10079.86,634.959,1568267999999,6402937.61266,691,519.829,5242033.39828,0
2019-09-12 06:00:00,10080.29,10083.62,10042.12,10066.37,629.742,1568271599999,6336583.29101,720,345.453,3477294.07549,0
2019-09-12 07:00:00,10067.03,10088.61,10057.85,10078.96,643.19,1568275199999,6477400.56202,724,414.483,4173925.60090,0
2019-09-12 08:00:00,10079.76,10151.44,10076.95,10147.32,642.568,1568278799999,6503056.59235,842,520.882,5271169.76417,0
2019-09-12 09:00:00,10147.71,10171.93,10118.59,10121.65,620.958,1568282399999,6293336.36144,795,483.579,4900984.23697,0
2019-09-12 10:00:00,10123.64,10177.88,10122.75,10153.96,643.952,1568285999999,6531083.44211,801,521.560,5289635.33148,0
2019-09-12 11:00:00,10152.45,10187.9,10137.45,10170.93,624.034,1568289599999,6341399.69544,858,498.320,5063704.94371,0
2019-09-12 12:00:00,10170.0,10239.21,10170.0,10239.21,611.128,1568293199999,6234992.47147,832,489.200,4991379.32590,0
2019-09-12 13:00:00,10235.34,10360.13,10219.15,10343.84,636.117,1568296799999,6530365.70493,1054,511.011,5246218.35749,0
2019-09-12 14:00:00,10337.06,10357.05,10272.77,10305.07,642.298,1568300399999,6616350.18790,936,407.856,4200726.33295,0
2019-09-12 15:00:00,10304.72,10365.15,10283.92,10326.58,639.457,1568303999999,6601729.07861,873,348.318,3595072.91810,0
2019-09-12 16:00:00,10327.25,10349.91,10239.42,10269.94,725.104,1568307599999,7458055.71977,953,138.661,1426355.11346,0
2019-09-12 17:00:00,10272.72,10295.8,10266.14,10295.8,620.301,1568311199999,6378082.63412,776,292.283,3005921.42193,0
2019-09-12 18:00:00,10295.8,10346.06,10288.08,10296.24,704.886,1568314799999,7273374.83555,897,307.675,3176476.60295,0
2019-09-12 19:00:00,10296.88,10323.67,10272.03,10308.8,673.878,1568318399999,6939165.62281,827,364.363,3751633.10624,0
2019-09-12 20:00:00,10301.82,10360.75,10300.85,10320.73,608.006,1568321999999,6281759.90121,854,427.111,4413396.88410,0
2019-09-12 21:00:00,10321.45,10400.0,10321.45,10388.87,655.809,1568325599999,6799730.67765,881,250.412,2596954.06671,0
2019-09-12 22:00:00,10390.01,10450.13,10374.96,10385.45,701.318,1568329199999,7302796.89035,1019,300.347,3129252.04964,0
2019-09-12 23:00:00,10386.76,10415.13,10357.51,10415.13,652.897,1568332799999,6778233.16645,767,237.908,2471329.35720,0
2019-09-13 00:00:00,10414.96,10440.55,10368.98,10387.34,636.735,1568336399999,6622938.21777,806,449.903,4678873.26190,0
2019-09-13 01:00:00,10387.34,10387.5,10329.3,10335.68,606.585,1568339999999,6289968.43863,766,454.569,4713727.44384,0
2019-09-13 02:00:00,10335.35,10386.64,10332.83,10365.43,611.47,1568343599999,6334188.30501,839,459.030,4754976.96240,0
2019-09-13 03:00:00,10365.47,10369.57,10345.97,10364.64,628.902,1568347199999,6514129.70844,792,513.753,5321454.35281,0
2019-09-13 04:00:00,10364.82,10399.81,10324.68,10336.83,884.485,1568350799999,9164674.48281,1316,487.853,5060618.30978,0
2019-09-13 05:00:00,10328.75,10343.52,10272.77,10291.89,929.271,1568354399999,9578047.92221,1290,468.906,4829198.54605,0
2019-09-13 06:00:00,10290.67,10319.8,10274.97,10295.54,884.908,1568357999999,9112728.02728,1141,614.675,6331265.87329,0
2019-09-13 07:00:00,10295.54,10296.46,10267.89,10284.03,890.921,1568361599999,9162000.26668,1211,760.914,7824961.07325,0
2019-09-13 08:00:00,10283.68,10327.14,10255.25,10278.48,673.31,1568365199999,6932662.85410,1260,488.162,5026522.77974,0
2019-09-13 09:00:00,10277.0,10320.84,10262.51,10306.43,835.981,1568368799999,8607696.33540,1242,321.836,3312965.91017,0
2019-09-13 10:00:00,10306.94,10323.51,10272.02,10272.91,995.365,1568372399999,10247947.41917,1370,93.216,959892.79813,0
2019-09-13 11:00:00,10272.91,10307.47,10251.99,10306.52,839.326,1568375999999,8632555.03719,1397,440.942,4536465.94574,0
2019-09-13 12:00:00,10306.52,10344.0,10292.58,10323.98,1026.479,1568379599999,10582751.27641,1350,292.613,3017454.34153,0
2019-09-13 13:00:00,10324.82,10336.11,10286.27,10307.01,789.275,1568383199999,8139365.29169,1264,399.580,4121202.64504,0
2019-09-13 14:00:00,10306.78,10306.78,10270.0,10286.2,861.441,1568386799999,8861894.14313,1215,505.976,5205025.87247,0
2019-09-13 15:00:00,10286.2,10326.46,10281.34,10296.57,879.295,1568390399999,9060382.22209,1137,127.863,1317544.93759,0
2019-09-13 16:00:00,10294.81,10309.92,10279.35,10296.3,784.579,1568393999999,8073275.92903,1059,205.757,2117561.55938,0
2019-09-13 17:00:00,10300.05,10310.08,10190.0,10226.61,786.79,1568397599999,8050971.40860,1469,357.068,3652642.97771,0
2019-09-13 18:00:00,10224.6,10243.17,10186.34,10220.93,803.79,1568401199999,8213458.71044,1442,458.206,4680430.75937,0
2019-09-13 19:00:00,10222.58,10224.7,10186.65,10210.25,903.237,1568404799999,9220242.65551,1569,499.842,5102698.09118,0
2019-09-13 20:00:00,10210.25,10256.81,10153.51,10253.79,734.398,1568408399999,7495048.01924,1699,417.111,4256496.58087,0
2019-09-13 21:00:00,10254.01,10299.66,10231.31,10287.11,681.268,1568411999999,6995162.04295,1164,184.678,1896384.42039,0
2019-09-13 22:00:00,10287.11,10288.11,10250.0,10277.15,679.799,1568415599999,6980882.68558,1132,212.253,2179758.68264,0
2019-09-13 23:00:00,10280.45,10355.85,10258.7,10341.34,905.111,1568419199999,9332430.40551,1319,502.422,5184937.92695,0
2019-09-14 00:00:00,10343.01,10353.72,10296.1,10309.03,824.041,1568422799999,8503402.27592,1298,402.254,4150598.62192,0
2019-09-14 01:00:00,10308.11,10318.7,10290.0,10298.45,913.315,1568426399999,9411671.11159,1288,502.677,5180678.06225,0
2019-09-14 02:00:00,10299.73,10307.34,10267.08,10276.41,716.649,1568429999999,7377350.83939,1180,204.822,2108033.79512,0
2019-09-14 03:00:00,10276.41,10297.58,10268.21,10280.77,843.898,1568433599999,8679591.27170,1106,239.404,2462503.66679,0
2019-09-14 04:00:00,10280.58,10287.02,10259.75,10278.74,778.784,1568437199999,7999197.06444,1286,208.026,2137153.51664,0
2019-09-14 05:00:00,10276.03,10305.29,10274.48,10287.31,608.97,1568440799999,6267017.98590,1167,173.772,1788352.06834,0
2019-09-14 06:00:00,10287.3,10296.38,10275.04,10283.68,739.636,1568444399999,7608789.64778,1320,293.837,3023307.60426,0
2019-09-14 07:00:00,10283.68,10330.61,10280.31,10316.67,845.892,1568447999999,8719566.09422,1385,539.738,5567207.86250,0
2019-09-14 08:00:00,10319.07,10348.0,10307.72,10313.11,923.669,1568451599999,9532972.05372,1423,837.115,8639606.73358,0
2019-09-14 09:00:00,10311.91,10336.87,10288.78,10305.47,955.943,1568455199999,9852886.20220,1173,720.006,7422250.09484,0
2019-09-14 10:00:00,10305.79,10321.53,10287.53,10306.88,704.529,1568458799999,7258427.98633,972,167.166,1722576.10935,0
2019-09-14 11:00:00,10307.91,10312.97,10289.05,10291.93,753.144,1568462399999,7756344.48583,1066,193.491,1992726.20920,0
2019-09-14 12:00:00,10292.13,10300.05,10222.77,10272.68,895.744,1568465999999,9197893.20683,1341,254.965,2616903.29289,0
2019-09-14 13:00:00,10268.69,10349.0,10267.7,10321.0,1057.06,1568469599999,10895151.99220,1491,587.514,6058444.60834,0
2019-09-14 14:00:00,10321.0,10357.83,10311.82,10348.72,1221.33,1568473199999,12627890.02987,1566,948.973,9812393.63936,0
2019-09-14 15:00:00,10346.15,10396.4,10315.0,10358.0,964.834,1568476799999,9981725.07029,1579,650.365,6728474.07682,0
2019-09-14 16:00:00,10355.61,10358.08,10325.41,10349.79,876.657,1568480399999,9064564.07618,1132,464.507,4802797.84480,0
2019-09-14 17:00:00,10351.84,10398.0,10351.84,10380.36,985.808,1568483999999,10230323.83358,1420,425.316,4415282.02298,0
2019-09-14 18:00:00,10380.76,10389.14,10338.66,10382.01,852.747,1568487599999,8844305.54840,1101,219.156,2273611.17935,0
2019-09-14 19:00:00,10382.71,10388.43,10355.73,10363.8,817.467,1568491199999,8474194.12397,1149,160.031,1659039.28789,0
2019-09-14 20:00:00,10363.63,10397.96,10361.45,10395.11,787.34,1568494799999,8172758.55732,1175,259.722,2696917.38224,0
2019-09-14 21:00:00,10395.04,10419.97,10317.39,10377.71,1011.804,1568498399999,10502649.03546,1539,652.209,6770615.22277,0
2019-09-14 22:00:00,10377.74,10387.9,10325.56,10336.28,763.732,1568501999999,7901298.67335,1192,238.099,2463184.92671,0
2019-09-14 23:00:00,10336.37,10349.03,10326.91,10332.25,813.631,1568505599999,8410539.16906,1087,179.382,1854402.13389,0
2019-09-15 00:00:00,10333.47,10359.2,10312.05,10320.93,876.98,1568509199999,9065804.30802,1042,429.723,4444915.17433,0
2019-09-15 01:00:00,10321.61,10337.19,10024.81,10332.65,1065.089,1568512799999,10980245.44151,1533,324.121,3342896.71932,0
2019-09-15 02:00:00,10331.84,10335.0,10302.41,10323.43,840.41,1568516399999,8672538.50812,980,151.988,1568509.17137,0
2019-09-15 03:00:00,10323.43,10323.94,10288.0,10303.39,756.884,1568519999999,7800458.92142,951,145.403,1498627.88541,0
2019-09-15 04:00:00,10302.49,10318.16,10273.21,10312.4,832.433,1568523599999,8572781.00067,1079,122.498,1261418.69746,0
2019-09-15 05:00:00,10310.76,10326.59,10301.13,10311.07,780.339,1568527199999,8046838.77052,1042,358.402,3696360.69480,0
2019-09-15 06:00:00,10310.68,10324.16,10295.57,10312.47,701.776,1568530799999,7234547.66061,920,146.074,1505877.73442,0
2019-09-15 07:00:00,10314.16,10315.0,10292.86,10308.96,704.819,1568534399999,7263677.25376,999,148.216,1527786.06067,0
2019-09-15 08:00:00,10308.08,10308.4,10283.56,10288.89,809.781,1568537999999,8336667.56427,1040,255.805,2633574.60661,0
2019-09-15 09:00:00,10288.89,10296.78,10268.55,10285.56,825.165,1568541599999,8485896.68346,1184,234.603,2412927.89844,0
2019-09-15 10:00:00,10284.3,10318.49,10275.6,10310.23,780.953,1568545199999,8042870.69480,1066,172.236,1774050.31644,0
2019-09-15 11:00:00,10308.83,10320.0,10289.66,10296.63,834.143,1568548799999,8596789.18738,1146,156.234,1610349.97955,0
2019-09-15 12:00:00,10296.54,10311.91,10255.41,10309.2,869.155,1568552399999,8947813.43158,1237,383.253,3946118.24800,0
2019-09-15 13:00:00,10309.2,10310.75,10268.59,10273.67,898.478,1568555999999,9239564.25356,1132,558.659,5742192.96104,0
2019-09-15 14:00:00,10273.76,10291.0,10252.28,10270.47,1131.157,1568559599999,11622289.16570,1262,939.856,9657149.20774,0
2019-09-15 15:00:00,10269.43,10317.29,10263.03,10306.37,857.081,1568563199999,8817457.85878,1104,293.223,3019104.99102,0
2019-09-15 16:00:00,10306.79,10332.61,10293.92,10302.11,966.656,1568566799999,9968649.12666,1120,808.029,8333109.37812,0
2019-09-15 17:00:00,10302.11,10315.64,10286.88,10309.03,889.178,1568570399999,9158860.09892,1048,713.828,7353118.59136,0
2019-09-15 18:00:00,10309.11,10310.04,10284.25,10289.35,903.34,1568573999999,9297331.89324,1027,292.381,3009261.24600,0
2019-09-15 19:00:00,10288.59,10304.86,10280.14,10294.68,844.374,1568577599999,8689348.15731,988,151.038,1554471.71877,0
2019-09-15 20:00:00,10294.46,10310.95,10265.32,10269.31,780.407,1568581199999,8028414.56771,1022,148.964,1532260.72716,0
2019-09-15 21:00:00,10271.19,10304.56,10266.13,10289.03,834.126,1568584799999,8581357.32140,1003,134.493,1383803.85441,0
2019-09-15 22:00:00,10289.03,10316.45,10281.95,10296.55,885.071,1568588399999,9116065.64192,997,207.695,2138853.56133,0
2019-09-15 23:00:00,10296.6,10313.67,10294.21,10302.22,868.46,1568591999999,8946278.52675,990,153.439,1580702.67605,0
2019-09-16 00:00:00,10302.0,10344.73,10300.36,10327.7,894.623,1568595599999,9233551.95235,1104,325.267,3357937.38956,0
2019-09-16 01:00:00,10330.5,10353.81,10330.0,10338.57,853.458,1568599199999,8827120.66165,1055,362.259,3746574.45169,0
2019-09-16 02:00:00,10339.6,10349.88,10325.03,10340.62,807.657,1568602799999,8347634.84782,963,138.189,1428268.67181,0
2019-09-16 03:00:00,10339.23,10353.79,10300.0,10300.07,935.05,1568606399999,9648058.03520,1095,544.930,5620388.83015,0
2019-09-16 04:00:00,10300.24,10319.51,10296.25,10317.29,791.684,1568609999999,8161921.44356,1007,264.995,2731901.36764,0
2019-09-16 05:00:00,10316.62,10325.0,10311.53,10312.37,745.034,1568613599999,7686963.86964,948,141.295,1458019.98429,0
2019-09-16 06:00:00,10312.17,10312.17,10286.62,10303.1,805.076,1568617199999,8292430.39244,1003,197.222,2031490.73653,0
2019-09-16 07:00:00,10303.21,10305.07,10279.69,10302.3,789.868,1568620799999,8130534.94485,1013,127.571,1313195.59396,0
2019-09-16 08:00:00,10301.95,10316.71,10289.04,10291.68,769.553,1568624399999,7927888.62909,1118,155.144,1598367.92086,0
2019-09-16 09:00:00,10291.68,10315.99,10282.97,10302.35,744.414,1568627999999,7667303.06580,1117,181.955,1874006.27211,0
2019-09-16 10:00:00,10302.87,10309.77,10291.64,10305.21,775.705,1568631599999,7989947.57621,998,144.647,1489856.59888,0
2019-09-16 11:00:00,10307.08,10307.08,10275.74,10282.74,822.951,1568635199999,8477810.48408,1107,431.607,4446509.65049,0
2019-09-16 12:00:00,10282.03,10282.03,10134.46,10147.09,1205.721,1568638799999,12257401.67168,2882,866.161,8803701.23862,0
2019-09-16 13:00:00,10148.37,10180.0,10125.7,10148.74,864.346,1568642399999,8773661.70187,2169,480.341,4874434.80054,0
2019-09-16 14:00:00,10150.25,10166.91,10115.0,10136.64,684.184,1568645999999,6940410.56405,1801,319.373,3238866.59378,0
2019-09-16 15:00:00,10138.09,10162.03,10119.37,10120.07,794.627,1568649599999,8062431.30521,1455,273.553,2774884.15809,0
2019-09-16 16:00:00,10117.4,10160.39,10080.7,10144.27,920.52,1568653199999,9332248.99164,1584,344.664,3492911.49643,0
2019-09-16 17:00:00,10144.26,10158.53,10133.86,10144.73,806.688,1568656799999,8184970.19345,1126,156.721,1590101.52402,0
2019-09-16 18:00:00,10144.35,10150.5,10115.7,10128.95,812.547,1568660399999,8234848.18211,1117,307.426,3114366.68537,0
2019-09-16 19:00:00,10129.13,10142.07,10121.47,10124.17,879.302,1568663999999,8906089.03852,1032,143.576,1454311.99759,0
2019-09-16 20:00:00,10120.37,10207.36,10119.29,10205.02,896.683,1568667599999,9108231.39601,1430,266.887,2711430.54519,0
2019-09-16 21:00:00,10205.12,10329.38,10204.7,10280.25,975.75,1568671199999,10039944.71368,2163,441.040,4536694.51509,0
2019-09-16 22:00:00,10282.77,10308.27,10276.0,10283.64,821.873,1568674799999,8453088.41978,1399,173.537,1784973.05810,0
2019-09-16 23:00:00,10284.84,10287.95,10228.92,10249.27,788.323,1568678399999,8083000.59114,1151,166.222,1704302.05849,0
2019-09-17 00:00:00,10257.3,10261.36,10175.2,10216.78,940.523,1568681999999,9622250.41860,1415,320.346,3276114.73595,0
2019-09-17 01:00:00,10216.35,10238.95,10194.39,10209.45,872.764,1568685599999,8915631.28310,1165,295.207,3016297.14795,0
2019-09-17 02:00:00,10208.81,10232.07,10204.53,10223.97,819.923,1568689199999,8378568.33535,1093,307.802,3145745.32934,0
2019-09-17 03:00:00,10224.11,10230.44,10187.88,10224.09,922.804,1568692799999,9422844.83286,1144,360.022,3677268.47235,0
2019-09-17 04:00:00,10225.02,10230.79,10192.69,10193.85,905.598,1568696399999,9247501.97487,1072,186.389,1903101.44341,0
2019-09-17 05:00:00,10193.21,10215.07,10165.0,10195.82,1089.829,1568699999999,11111223.06774,1413,481.827,4912625.12227,0
2019-09-17 06:00:00,10194.31,10201.86,10179.84,10188.46,904.154,1568703599999,9213767.12612,1182,176.299,1796663.99264,0
2019-09-17 07:00:00,10189.7,10214.3,10189.19,10201.89,953.95,1568707199999,9731129.49742,1216,356.390,3634910.88704,0
2019-09-17 08:00:00,10202.92,10205.81,10165.34,10171.85,963.979,1568710799999,9820487.77724,1317,521.733,5314077.50503,0
2019-09-17 09:00:00,10171.2,10172.03,10136.77,10162.73,1010.881,1568714399999,10268147.47029,1533,825.086,8380853.81542,0
2019-09-17 10:00:00,10161.19,10182.47,10161.19,10170.39,961.758,1568717999999,9783442.60548,1203,825.669,8399068.59015,0
2019-09-17 11:00:00,10170.3,10178.72,10158.0,10163.0,854.423,1568721599999,8689489.16482,1131,670.277,6816740.60563,0
2019-09-17 12:00:00,10162.7,10228.54,10151.62,10215.17,1175.273,1568725199999,11987219.01757,1962,701.702,7155422.96288,0
2019-09-17 13:00:00,10215.1,10244.27,10173.22,10185.92,917.391,1568728799999,9366613.03569,1572,351.649,3589482.65411,0
2019-09-17 14:00:00,10185.57,10220.23,10173.89,10212.29,838.421,1568732399999,8545997.73643,1206,578.173,5893514.05604,0
